setting,backbone,dataset,grid_index,mAP,topk,tau,lam_min,lam_max,n_iter
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,24,0.6954254321516019,10,0.1,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,25,0.6965401448267374,10,0.1,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,26,0.6933921000142704,10,0.1,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,27,0.6956099685465398,10,0.1,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,28,0.696029107044429,10,0.1,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,29,0.6932303893944642,10,0.1,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,30,0.6915913993876828,10,0.2,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,31,0.6910660520623544,10,0.2,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,32,0.6739695088720882,10,0.2,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,33,0.6920370664039629,10,0.2,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,34,0.6911432738051155,10,0.2,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,35,0.6720659780456492,10,0.2,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,36,0.6845502700455784,15,0.1,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,37,0.6833097500854873,15,0.1,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,38,0.6671485081680087,15,0.1,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,39,0.6862742077898182,15,0.1,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,40,0.6840426917390164,15,0.1,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,41,0.6665872542632199,15,0.1,0.1,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,42,0.6767697509434912,15,0.2,0.0,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,43,0.6661847187505116,15,0.2,0.0,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,44,0.6314546064113981,15,0.2,0.0,0.9,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,45,0.6781298792283404,15,0.2,0.1,0.5,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,46,0.6645662829133067,15,0.2,0.1,0.7,2
OpenCLIP_L14_ntu,OpenCLIP_L14,ntu,47,0.629952386455925,15,0.2,0.1,0.9,2
